id;question;answers.a;answers.b;answers.c;answers.d;answers.e;correct_answers;nbr_correct_answers
eabb7eaafd308d4aefe50a3d8b0e9a2ee2388736e84bbd4a20f3eb497a0ce98f;Quel(s) est (sont) le(s) différent(s) stade(s) de développement des plasmodium qui peut (peuvent) être observé(s) sur un frottis sanguin?;Schizonte mûr;Trophozoïte;Sporozoïte;Oocyste;Gamétocyte;a|b|e;3
c2a65c3cef0e1d3f96e632f4a835cac78965384da9945a031f7a07385cb2e3f7;Parmi les méthodes analytiques suivantes, quelle est (sont) celle(s) qui permette(nt) de doser des traces ?;Electrophorèse capillaire;Volumétrie;Fluorimétrie;Chromatographie;Gravimétrie;a|c|d;3
9caa16c03bc579b0d2f4324b2808b5ec82d1005dc45569b503b199946114d342;Parmi les méthodes suivantes, indiquez celle(s) qui peut(peuvent) être utilisée(s) pour doser la morphine :;Spectrofluorimétrie moléculaire;Chromatographie liquide haute performance (HPLC);Spectroscopie d'absorption atomique;Dosage acido-basique en milieu non aqueux;Complexométrie;a|b|d;3
79b08feb4c489346191bac5b9dc22aaed63b5bdf83299e03c4efaf2d2e9d8ded;Parmi les propositions suivantes concernant Clostridium perfringens, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) ?;C'est un bacille à Gram négatif;l exige pour sa culture une atmosphère strictement anaérobie;Il est naturellement sensible aux pénicillines;Il peut être responsable de toxi-infections alimentaires;Il se multiplie en produisant une spore;b|c|d;3
7454ff097d6d24bf4163fc32a6ad9e806bc90b00fd59228589daf77d627c202a;Quelle est (sont) la (les) proposition(s) exacte(s). L'interleukine 2 :;Est une cytokine sécrétée par les mastocytes;Est une cytokine sécrétée par les lymphocytes T CD4+;Est sécrétée par les monocytes présentant l'antigène;Est activatrice des lymphocytes;Possède des activités antivirales intrinsèques;b|d;2
acaf59d38572e0643d41034aadd96d7caca67db65a84cf82fcc7b948d8464d05;Parmi les propositions suivantes, indiquer celle(s) qui est (sont) correcte(s). La gentamicine :;Est un aminoside bactéricide;Est active sur le pneumocoque;Est active sur Escherichia coli;Est synergique avec l'amoxicilline;Est excrétée sous forme inactive;a|c|d;3
c034ac433c230e29c780264221648dcff889ca31c7921b9a13aebe0612dd941d;Donner la (les) réponse(s) exacte(s). Une hypercholestérolémie est souvent secondaire à :;Un régime riche en cholestérol et graisses animales;Un régime riche en hydrates de carbone;Un alcoolisme chronique;Une malnutrition;Un hypothyroidisme;a|e;2
cd56bc0499173eb5dda9e55aa8f7cd59ea1cee81a3071c46ce8bfe1bf59d49f2;Parmi les propositions suivantes concernant les antibiotiques de la famille des fluoroquinolones, certaines sont exactes. Lesquelles ?;Ils agissent par perturbation directe de la synthèse de protéine;Les bactéries ne peuvent devenir résistantes à leur égard que par phénomène de mutation;Ils sont actifs exclusivement sur les bactéries anaérobies;Ils sont exclusivement utilisés pour le traitement des infections urinaires;Ils peuvent être utilisés en association avec les aminosides;b|e;2
b07a3e2e89aa3eb21b7a8d8d3feaccc1bae081d689c3cce66662e15c2c9c0565;Parmi ces effets indésirables, lesquels résultent du blocage des récepteurs cholinergiques :;Sécheresse buccale;Constipation;Dysurie;Troubles de l'accommodation;Trouble de la mémoire;a|b|c|d|e;5
5a04a09fec65d25fae54773e3569ba2e50e86f831003c639063ff70b276a4911;Parmi les rayonnements suivants,lequel(lesquels) est (sont) ionisant(s) :;Rayonnement alpha;rayonnement infra-rouge;Rayonnement X;Rayonnement ultra-violet;Rayonnement gamma;a|c|e;3
a861f4cd99242ae616380a6fc4530ce0e9b2d69bcb1d6747f42b975db233e322;Parmi les molécules opioïdes suivantes, laquelle (lesquelles) est (sont) un (des) agoniste(s)/antagoniste(s) morphinique(s) ?;Naloxone (NARCAN);Nalorphine (NALORPHINE);Pentazocine (FORTAL);Péthidine (DOLOSAL);Buprénorphine (TEMGESIC);b|c|e;3
b6a4ef2829f8cc6e89824f02f9ada12f551b7f5771c1ed7485224b96dca8d801;Parmi les propositions concernant les capsules, laquelle (lesquelles) est (sont) exacte(s)?;Les perles sont des capsules sphériques dures;Toutes les capsules peuvent être ouvertes;Les gélules les plus petites sont des gélules n°5;Le contenu des gélules peut être constitué de comprimés;On ne peut introduire que des poudres dans les gélules;c|d;2
e49ba43fe310e1def8a0a512ac19bd90b4c50e4b544803d2d1f84d0f25c7e69e;Parmi les bactéries suivantes, laquelle (lesquelles) possède(nt) un lipopolysaccharide pariétal?;Salmonella typhi;Escherichia coli;Streptococcus pyogenes;Pseudomonas aeruginosa;Staphylococccus aureus;a|b|d;3
26641d0611a6c896c0308ad671db99f5342a676e2870782c53e906fbe056d916;Parmi les bactéries suivantes, quelle(s) est (sont) celle(s) qui peut (peuvent) être impliquée(s) dans des cas de méningite primitive à liquide trouble chez un enfant de deux ans?;Haemophilus influenzae;Streptococcus pneumoniae;Pseudomonas aeruginosa;Mycobacterium tuberculosis;Neisseria meningitidis;a|b|e;3
0a6e8cce1f1c636d27d113a76e6249a0d5762a96d52ec7ca2aaf8294f1634705;La stéatose hépatique peut s'observer avec lequel ou lesquels de ces produits:;Le tétrachlorure de carbone;L'éthanol;L'alpha-amanitine;Le cisplatine;Les contraceptifs oraux;a|b|c;3
51213016f1293fe5d9ae91da05e477f4de105a7cdac02030ccf67ff6d0f5acd3;Parmi les médicaments suivants, lequel (lesquels) est (sont) néphrotoxique(s) à doses thérapeutiques?;Gentamicine;Chlorpromazine;Céphaloridine;Amphotéricine B;Phénobarbital;a|c|d;3
f567db6cebbcd2979b6c64f449e1cecb491d3c79e386beb37c04b9ef107f1fe8;La vitesse initiale d'une réaction enzymatique est d'une manière générale:;Directement proportionnelle à la concentration de substrat;Maximale à pH neutre;Dépendante de la température;maximale lorsque la concentration de substrat est égale au Km;Directement proportionnelle à la concentration d'enzyme en présence d'un excès de substrat(s);c|e;2
53e17b7804396fd98d3dbb4e546db481ddd2291f745940e5e4ec5e917b507a90;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? Pour un sujet donné, un médicament a une cinétique linéaire lorsque:;Sa clairance corporelle totale est stable quelque soit la dose;La fraction liée aux protéines varie avec la dose;La demi-vie varie avec la dose;Les concentrations plasmatiques obtenues sont proportionnelles à la dose;La cinétique de décroissance des concentrations plasmatiques est log-linéaire;a|d|e;3
38884fb91f0cb1950b2c491756cd21faa71ee2d4602bd7ec9e6a35217fb5445d;Parmi les bactéries suivantes, laquelle (lesquelles) peut (peuvent) être responsable(s) d'infections nosocomiales en milieu hospitalier;Staphylococcus aureus;Escherichia coli;Neisseria meningitidis;Pseudomonas aeruginosa;Haemophilus influenzae;a|b|d;3
bdf0ae4ab3dc359d3f9b4ed3c36cf663d69150ee576ff72545a2be04662ae7a2;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? La gluconéogénèse:;Contribue à la régulation de la glycémie;Est majoritairement réalisée dans le foie;Est importante pour un rapport insulinémie/glucagonémie élevé;Implique des échanges de substrat au travers de la membrane interne des mitochondries;Est stimulée par le cortisol;a|b|d|e;4
13d18362ed320e1e58c303f540af974ef9f3303b71363e0191030860e7863ac1;Parmi ces propositions sur les glucocorticoïdes, laquelle (lesquelles) est (sont) exacte(s) ?;Le cortisol est le principal glucocorticoïde chez l'homme;Ils sont sécrétés par la zone fasciculée de la cortico-surrénale;Ils sont sécrétés par la médullo-surrénale;Interviennent dans la maturation pulmonaire du foetus;Ils agissent par l'intermédiaire de l'AMP cyclique;a|b|d;3
c58d76cdc8a01a7c045737a3b8d6218cc27d46de5d074b5f7f5a567479919c3d;Parmi les propositions suivantes, laquelle (lesquelles) s'applique(nt) à l'épidémiologie de la grippe ?;Transmission directe par voie aérienne;Les virus grippaux subissent des modifications antigéniques;Les virus grippaux du type B sont responsables de pandémies;Les épidémies prédominent au printemps;Il existe une immunité locale au niveau du tractus respiratoire;a|b|e;3
8d91b2d6f397306c09cb1c81b8116656c5c74dae633f03fb85235645031062d5;Le diagnostic d'une syphilis primaire repose sur les examens suivants :;Hémoculture;Examen direct de la sérosité du chancre au microscope à fond noir;Examen direct de la sérosité du chancre au microscope par immunofluorescence;Culture in vitro sur milieu enrichi;Recherche d'antigène soluble dans le sérum;b|c;2
f4033bc7c3ea17e0e35de01944a2027deda7d8bc53568cc4e30a75208cb9e4a7;Indiquez la ou les réponse(s) exacte(s). Les antigènes HLA sont :;Des antigènes idiotypiques;Des alloantigènes;Des antigènes impliqués dans les mécanismes de rejet d'allogreffes;Capables d'induire une réponse lymphoproliférative in vitro;Des récepteurs pour le virus de l'immunodéficience humaine;b|c|d;3
fc919aba54025b8ffe292f5854da52640c25f4a69931cbcdf9906d5380cdf475;Les infections provoquées par ces champignons résultent généralement d'une contamination d'origine exogène :;Candida albicans;Aspergillus fumigatus;Trichophyton mentagrophytes;Cryptococcus neoformans;Microsporum canis;b|c|d|e;4
0b59055176f5f1f6f9a6042b6a311abb1c313adfdfa889bac3bdf4c87c507ba3;Le syndrome de cholestase se caractérise par :;Une augmentation de la concentration sérique de bilirubine conjuguée;Une augmentation de l'activité sérique de la phosphatase alcaline;Une augmentation de l'activité sérique de l'aspartate aminotransférase;Des selles décolorées;Une diminution de l'urobilinogène fécal;a|b|d|e;4
8a263901a21017d7c84c08dcdc484d56bd0e8a98211048a619f479f20440c7c8;Parmi les propositions suivantes, indiquer celle(s) qui est (sont) correcte(s). L'éthambutol :;Ne passe pas dans le lait maternel;Est classiquement utilisé en monothérapie;Est responsable de troubles hépatiques;Est responsable de troubles oculaires;Est un analeptique respiratoire;a|d;2
87c69188ef0f19e7613b6b1f86379c77f54922ad72eb0aa20f482e405327012d;Parmi les propositions suivantes, indiquer celle(s) qui est (sont) correcte(s). Le soluté de DAKIN :;A un titre exprimé en grammes de chlore actif par litre;A un pH légèrement acide pour assurer sa conservation;Est actif par le permanganate de potassium qu'il contient;Est instable à la lumière;Est instable à la chaleur quand il n'est pas stabilisé;a|d|e;3
06bb0cf61f8ce53e589b137a82edb08ad56ee332774e5f14e1da841dd84aeb8a;Parmi les propositions suivantes, indiquer celle(s) qui est (sont) exacte(s). la nifédipine :;A des effets hypocalcémiants;N'augmente pas le débit coronaire;Augmente la compliance artérielle;Est utilisée dans la prévention de l'angor;Est un antihypertenseur;c|d|e;3
c00828b00cbeaea6053b829a2036b1ed4278f47cb39cf1cb0239f125b0ac716f;Les agents infectieux ci-dessous sont des causes classiques d'infections nosocomiales;Candida albicans;Pseudomonas aeruginosa;Escherichia coli;Salmonella typhi;Aspergillus fumigatus;a|b|c|e;4
6bbdb9a4d51edef5c64dde7836fd024889c86326cb1a94c099c8dd07d9431393;Parmi les propositions suivantes, indiquer celle(s) qui est (sont) correcte(s). L'économie médicale est une économie :;De service de santé;Régie par la loi de l'offre et de la demande;Qui est l'objet d'une nationalisation depuis l'entrée en vigueur des tableaux statistiques des activités et des prescriptions;Caractérisée par le libre choix des médecins par le malade;Strictement hospitalière;a|c|d;3
15efe61148f7322246dcedf3015c7262dc1c144578da691804b94b5b748094e2;Giardia intestinalis est :;Un protozoaire flagellé;Un parasite non spécifique de l'homme;Un parasite qui provoque une hyperéosinophilie sanguine;Un parasite plus fréquent chez l'enfant;Sensible aux benzimidazoles;a|d;2
835c63dea8fdafb6851f407650fe8b9318006f39d7dfe903444dbc8b43606264;Parmi les propositions suivantes concernant Mycobacterium tuberculosis, quelle(s) est (sont) la (les) réponse(s) exacte(s). Lesquelles ?;C'est une bactérie à croissance lente;La prévention de l'infection utilise un vaccin inactivé;La souche vaccinale est Mycobacterium bovis;C'est une bactérie sporulée;Cette bactérie peut être sensible à l'isoniazide;a|c|e;3
1981ccf58ac99b3c081939b4d752eba04cf51a7fe8ffe1b2201fb9ed72f04998;Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les solutions injectables d'acides aminés pour nutrition parentérale ?;Elles ont une composition en acides aminés simulant celle de la protéine de lait de vache;Elles peuvent être enrichies en isoleucine, leucine et valine;Elles sont isotonisées par adition de sorbitol;Elles ont une concentration en acides aminés de 5 à 6 g/L;Elles sont définies par le rapport E/T (gramme d'acides aminés essentiels/ gramme d'azote total) qui est en général voisin de 3,2;b|e;2
fa131bcabb60501b4caabb44287e0cba5c32ff8130157cf82541ff83e6380efa;L'ictère physiologique du nouveau-né :;Est dû à une hyperbilirubinémie conjuguée;Est dû à un défaut d'activité de la glucuronyl transférase;Est cause d'anémie;Peut-être responsable d'ictère nucléaire;Est plus fréquent chez le prématuré que chez le nouveau-né à terme;b|e;2
fd645c59f6727cbeca96f9d3aac4e784c177ae4f53f4513c2b8f7fa5cbe72ee7;Quelle(s) est (sont) la (les) propositions exacte(s) concernant la rate :;Est un organe hématopoïétique;Est le lieu privilégié de la secrétion des IgA polymériques;L'antigène y pénètre par des canaux lymphatiques afférents;Est un organe lymphoïde primaire;Comporte des corpuscules de Malpighi;a|e;2
294303b72cdb5f2798320c2e0a57f266ecd476f90bcba7aac0c4922d3096efa3;Les principaux constituants chimiques et biochimiques du suc gastrique sont :;Le facteur intrinsèque;L'acide chlorhydrique;La chymotrypsine;Le pepsinogène;La vitamine B12;a|b|d;3
d429ca343374ec7cd292036128d5eef5d224028174eea1e5478e1abb6910faf6;La découverte d'une anémie microcytaire (VGM=62 fL) permet d'envisager une ou plusieurs des causes suivantes :;Anémie sidéroblastique;Anémie par carence en folate;Anémie par carence en fer;Syndrome thalassémique;Drépanocytose;c|d;2
1f81dd147f0cceeed13b7617a7cf3d7f6d5102a2aabfbf4c4471e447119934f1;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? Les substances classées habituellement comme antagonistes calciques:;Bloquent les canaux par lesquels le calcium sort de la cellule musculaire;Comprennent la Nifédipine et le Vérapamil;Relâchent les muscles lisses et augmentent la contractilité ventriculaire;Diminuent les tachycardies supraventriculaires;Sont sélectives des muscles lisses des veines;b|d;2
ed5bacf6bfd8dc2f1c8204a66619f652d1e4b1864e3775b0e59b68edf199c3a5;Parmi les effets de la trinitrine, lequel (lesquels) est (sont) exact(s), Elle provoque:;Une bradycardie;Une vasodilatation alvéolaire;Une vasodilatation veineuse;Une diminution de la consommation d'oxygène du myocarde;Une réduction de la précharge;c|d|e;3
9ee02153253e0a08b7cfd1caf5c9e53de5e004ecbd37e1f60bac528fb884cf41;Parmi les propositions suivantes concernant le diagnostic biologique des infections à Cytomégalovirus (CMV), citer celle(s) qui est (sont) exacte(s)?;Le CMV donne un effet cytopathique rapide (en 24h) sur culture cellulaire;La recherche précoce des antigènes du CMV par utilisation d'anticorps monoclonaux permet un diagnostic rapide;Le CMV est excrêté de façon prolongée dans les urines du sujet infecté;Il est possible de rechercher le CMV dans les leucocytes du sang circulant;L'aspect du frottis sanguin permet d'effectuer le diagnostic de ces infections;b|c|d;3
51364e04ed77c7746f01f34774b03e6f67ef9e841cc6a4e3bef54dd4d9e29af2;L'adjonction d'adrénaline aux anesthésiques locaux:;Permet de limiter les réactions allergiques;Permet l'injection intravasculaire directe;Permet de limiter la diffusion du médicament au niveau du site d'injection;Est particulièrement utile dans les préparations pour anesthésie de contact;Est utilisable en anesthésie péridurale;c|e;2
9c88f96ec641b69a3d4554aa5681fe90c19515d6d312a82719181a36f0c3e590;En cas de surdosage de médicaments fibrinolytiques, on peut:;Donner de l'aprotinine par voie orale;Injecter de l'acide epsilon-aminocaproïque;Administrer des antivitamines K;Transfuser du fibrinogène;Transfuser des plaquettes;b|d;2
6f67b816d91d6f12ffd8707f17ccc930a74a5fd3e2d6ed34013a527ab4cdd2bd;Cryptococcus neoformans:;Est une levure capsulée;Son mode de contamination est exclusivement respiratoire;Sa morbidité est faible chez l'immunodéprimé;Est généralement sensible au fluconazole;Présente un tropisme pour le système nerveux central;a|d|e;3
b6faab080257a70c60b22a5fccc12f2e284863a3f94060a55b5f411e620d586d;L'hémoglobine est une:;Hétéroprotéine;Chromoprotéine;Lipoprotéine;Nucléoprotéine;Holoprotéine;a|b;2
279dfb56dfaf374cb3c1ca95fbb2567665999c0862060ca99b7504939f11dc8e;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? Le paracétamol:;Est utilisé comme analgésique;Dérive de l'acétanilide;N'est pas antipyrétique;Est néphrotoxique par administration chronique;Induit une cytolyse hépatique à forte dose;a|b|e;3
fc3e82da47d8daa570eb1026fc92525b63a1c9e6516474d535fc11fe0be00222;Lors d'une hépatite virale aiguë, on observe habituellement dans le sang:;Une augmentation de la créatine-kinase;Une augmentation des transaminases;Une augmentation du glucose;Une augmentation du fer sérique;Une augmentation des immunoglobulines;b|d|e;3
f550f0ed86ab59646dde508a77d19108b5c5970f7f764e47bbac2fd7f2764c95;L'hyperglycémie chez un diabétique insulino-dépendant:;Provient en partie de l'augmentation de la gluconéogénèse hépatique;Est la conséquence d'un défaut d'entrée de glucose dans les cellules musculaires;Est due à une élévation du seuil rénal d'élimination du glucose;Provoque une hyperhydratation du compartiment intra-cellulaire;Entraîne la glycation non enzymatique des protéines membranaires;a|b|e;3
8ced90491666966532c5441a9ecddb050dee89c2b13c3137fdb2deede32a1453;Parmi les propositions suivantes concernant le syndrome néphrotique, indiquez celle(s) qui est (sont) exacte(s) ?;Est caractérisé par un dépôt de complexes immuns au niveau du glomérule;Est défini par une protéinurie importante;Comporte une hypoprotidémie;Comporte une hyperalbuminémie;Comporte une proportion accrue des alpha-2-globulines sérique;a|b|c|e;4
c71cdb55c98b9783cedc66cc0a19bde668588d8a72ace07ccf3f68dd7059a280;Parmi les affirmations suivantes concernant les toxicomanies, indiquer celle(s) qui est ou sont exacte(s) :;La dépendance physique est responsable du syndrome de sevrage à l'arrêt brutal du traitement;La dépendance physique est importante avec l'alcool éthylique;La dépendance psychique correspond à la consommation du produit pour les sensations qu'il procure;Les amphétamines n'entraînent pas de dépendance psychique;La cocaïne n'entraîne pas de dépendance psychique;a|b|c;3
4a825049563c7eb37c478d58c6e011cdfb38518922474deb445996eceaf31cb6;Parmi les propositions suivantes, laquelle (lesquelles) s'applique(nt) à un ictère à bilirubine libre :;Peut-être dû à une hémolyse;S'observe en cas d'obstacles sur les voies biliaires;Est toujours d'origine acquise;Evoque la maladie de Gilbert;Nécessite l'injection de vitamine K1;a|d;2
3de629ddff6a15776b05d38001a45570b287f30f1ee4099e47203825c2976894;Parmi les manifestations habituelles du myélome multiple (maladie de Kahler) laquelle (lesquelles) est (sont) exacte(s) ?;Neutropénie profonde;Hypocalcémie;Augmentation du taux sérique de l'immunoglobuline monoclonale;Anémie hémolytique;Accélération de la vitesse de sédimentation;c|e;2
1bb661501e25cedac3f16d70227b07be3f3010bebbd369b8e8af1011719130e9;Pour doser le calcium par absorption atomique dans le sérum d'un sujet sain, il est obligatoire:;D'éliminer les chlorures;D'éliminer les phosphates;De travailler en flamme oxydante;D'utiliser une gamme d'étalonnage;De complexer l'ion Ca++ par l'EDTA;b|d;2
fb5fa151cbc4a493d3e4fc4287e2c72f491192cc91e7178974bfcda79208ce86;Parmi les symptômes ou signes suivants, lequel (lesquels) fait (font) partie du syndrome néphrotique pur?;Protéinurie abondante;Oedèmes;Hématurie microscopique;Hypertension artérielle;Hyperlipidémie;a|b|e;3
08c8c70795bf8ec010302f9541c033c0b52fecdd5d08e96c0098b9704808f729;Un médicament a un coefficient d'extraction hépatique de 0,80. Le débit sanguin hépatique diminue. Laquelle (lesquelles) des propositions suivantes est (sont) exacte(s)?;Le coefficient d'extraction hépatique diminue;La clairance hépatique diminue;La clairance hépatique est sensible à la fraction libre;La surface sous la courbe des concentrations plasmatiques en fonction du temps augmente;La demi-vie plasmatique augmente;b|d|e;3
09dc729efd6cb4550f96c993a6fc1662c1d396972b61395fb61319802d93cb6e;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)?;L'oxyure entraîne un prurit anal vespéral;L'oxyure doit son nom au fait qu'il a besoin de beaucoup d'oxygène pour se développer;L'oxyure est un ver à cycle direct;L'oxyure est un nématode des voies respiratoires;L'oxyure pond des oeufs operculés;a|c;2
e0a6bdb071a5cc63ec2f3565b010baf9da0664c3edaedf1bd4e9d540311afd91;Quel est (sont) le(s) diurétique(s) qui provoque(nt) une baisse du potassium sanguin?;Chlortalidone;Hydrochlorothiazide;Furosémide;Spironolactone;Amiloride;a|b|c;3
c910f9131bd14f54fd1895a0414833153dfae99a43a1e1d47c5602a75f1222db;Parmi les propositions suivantes, quelle(s) est (sont) celle(s) qui se rapporte(nt) à Neisseria gonorrhoeae ?;Il s'agit d'une bactérie opportuniste;Sa morphologie est celle d'un coccus à Gram négatif;C'est un parasite strict de l'homme;Il n'est jamais producteur de bêta-lactamase;sa fréquence d'isolement diminue actuellement en France;b|c|e;3
60dc05e4d07913a0ceca02d9468a5d3523f5fc2859ced8beb345854122d1fd90;Parmi les propositions suivantes concernant Mycobacterium tuberculosis, indiquer celle qui est (sont) exacte(s);C'est un bacille à Gram négatif;Il est inactivé par l'alcool éthylique à 70°;Il forme des colonies bêta-hémolytiques sur gélose au sang;Le délai d'apparition des colonies sur milieu spécifique est supérieur à 15 jours;Il induit une immunité de type essentiellement cellulaire;b|d|e;3
06c614ce52d546baa708e101d90c97e6ccdfd220b971a6d9a0275bae529abfd6;Parmi les préparations suivantes, la(les)quelle(s) est (sont) utilisée(s) en nutrition parentérale ?;Les émulsions lipidiques;Les solutions d'amino-acides;Les solutions de glucose hypertonique;Les solutions de chlorure de sodium isotonique;Les solutions de sorbitol;a|b|c;3
4fe5d6f3f37a8302b579883d272c0fe9a01de4e4150c2824109295ab335b2272;Parmi les propositions suivantes, laquelle (lesquelles) caractérise(nt) le diabète insulino-dépendant?;Insulinémie normale ou élevée;Tendance à la cétose;Apparition le plus souvent chez le sujet jeune;Surcharge pondérale fréquente;Association à certains gènes d'histocompatibilité;b|c|e;3
05ed8fd93bb462b5761b789424e51babad2ff67a58ce227eaee9d16397e365f5;Parmi les phénotypes suivants, quel(s) est (sont) celui (ceux) que peuvent présenter les enfants issus d'un père AB Rh positif et d'une mère O Rh négatif?;A Rh positif;B Rh positif;AB Rh positif;A Rh négatif;B Rh négatif;a|b|d|e;4
451f9a5717af4436b9d09e1ec168f34ace2f7694def33579c633d0ad898d485d;Dans la fabrication des comprimés, quelle est (sont) la (les) proposition(s) exacte(s) concernant la granulation?;La granulation sert à densifier les poudres;La granulation sèche est aussi appelée extrusion;La granulation favorise l'écoulement des poudres;La granulation sèche peut se faire en lit d'air fluidisé;La granulation humide est précédée d'un empâtage de la poudre après mouillage;a|c|e;3
2d270d8a3a1187071ec47e373e5979ba9156a993820a7c981f7948cc6652452d;Parmi les propositions suivantes concernant les héparines de bas poids moléculaire, quelle(s) est (sont) celle(s) qui est (sont) exacte(s)?;Elles ont une durée d'action plus longue que celle de l'héparine non fractionnée;Elles ne sont utilisées que dans un but préventif antithrombotique et non dans un but curatif;Elles sont moins anticoagulantes que l'héparine non fractionnée;Elles nécessitent trois injections par jour en préventif;Leur surveillance s'effectue par l'évaluation de l'activité anti-Xa;a|c|e;3
4e12d3015ef931004283dee825a8f214578b67f1c1a6555c52716569d1f4c9c8;En spectrophotométrie moléculaire, la sensibilité d'un dosage dépend :;De la longueur d'onde du maximum d'absorption du solvant;Du coefficient d'extinction moléculaire du soluté à la longueur d'onde maximale d'absorption;De la longueur du trajet optique;De l'intensité du rayonnement incident;Du système de mesure de l'intensité de la lumière transmise;b|c|e;3
658fe88fd1fe7f59f467868831ce7bc957cd41137fa326acc12f71081e12e22e;Dans quel(s) cas peut-on parler d'hypertension artérielle selon les critères de l'OMS? Si la pression artérielle (P.A.) est de:;P.A.= 140/90 mm Hg;P.A.= 145/100 mm Hg;P.A.= 170/90 mm Hg;P.A.= 165/95 mm Hg;P.A.= 155/90 mm Hg;a|b|c|d|e;5
5cc1d311d25aabebf932c620f0967e658a8a15f7f180a0c7dcde1802381eecc6;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) fausse(s)? L'insuline NPH :;Peut être administrée par la voie intraveineuse;Est une autre appellation de l'insuline protamine isophane;Est une forme améliorée de l'insuline protamine zinc;Est une insuline biphasique;A une durée d'action de 24 heures;a|d|e;3
8e8421320c3d9fefe029443e4f6ce50d39cff41058d419aff5212ddbb858c5e1;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? le composé suivant:;Est utilisé comme antibactérien;Est utilisé comme diurétique;Possède deux hydrogènes à caractère acide titrables en milieu non aqueux;Augmente l'ototoxicité des aminosides;Est utilisé dans le traitement de l'oedème aigu du poumon;b|c|d|e;4
ce9c6c573a8fe0e88929d69a7fa1475afaf8c37ef83e0ea4026af0fbf56fcede;Parmi ces organes, quel (quels) est (sont) celui (ceux) qui participe(nt) au métabolisme de la vitamine D3 (cholécalciférol)?;Poumons;Foie;Reins;Peau;Pancréas;b|c|d;3
510f0587f9effd584e033be9165e378153b3f4de7dd6ad5ff8088e1c7c945ede;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? La stimulation du système rénine-angiotensine:;Entraîne la sécrétion d'aldostérone;Entraîne une vasodilatation;Peut-être consécutive à une baisse de pression dans l'artère rénale;Augmente la volémie;Augmente l'excrétion urinaire du sodium;a|c|d;3
a9d463df1686a78d04684f56aab28c60e8326f20b2515c8695cc5e45fcb719db;Concernant l'intoxication aiguë par le monoxyde de carbone, indiquer la ou les proposition(s) exacte(s);La gravité dépend du taux de monoxyde de carbone dans le sang;Le dosage de la méthémoglobine permet de confirmer le diagnostic;L'oxygénothérapie précoce constitue une thérapeutique;Le vieillard est plus sensible que l'adulte jeune;La carboxyhémoglobine sanguine est supérieure à 15%;a|c|d|e;4
ec426919ec2d046decf13a748fb546dfd211cf5e59050ea200ed22c330679dbb;Parmi les situations suivantes, indiquer celle(s) qui est (sont) fréquemment rencontrée(s) dans une intoxication éthylique aiguë;Hypothermie;Hypoglycémie;Hypertension artérielle;Hyperkaliémie;Acidose;a|b|d|e;4
88c88a0a619232e1089ac143dbfdd020830d7b76463dd6358325b723f8881919;Parmi les propositions suivantes concernant l'herpès circiné, indiquer celle(s) qui est (sont) vraie(s)?;L'affection ne touche que la peau glabre;La lésion se développe de manière centrifuge;La lésion siège uniquement au niveau des grands plis cutanés;La lésion laisse, après guérison, une cicatrice indélébile;La guérison est généralement spontanée en 2 à 3 semaines;a|b;2
634ac04ef9edfcf9d9ce8a757611269c7d18cd0bab4ab5dbb67dafdc0e39974b;Parmi les propositions suivantes concernant Streptococcus pneumoniae, laquelle (lesquelles) est (sont) exacte(s)?;C'est un coccus à Gram positif;Il peut être capsulé;Il cultive facilement sur les milieux ordinaires;Il peut être l'agent d'une méningite primitive;Il est l'agent d'infections urinaires;a|b|d;3
e86ec7fef1263529b1fea1d60a7e255be81925bb01f149fcfb45cd087aea3a1c;L'oeuf d'Enterobius vermicularis:;Est incolore;Est asymétrique;Possède une coque double;Possède une coque lisse;Peut être à l'origine d'une auto-infestation;a|b|d|e;4
411484d24b59f5708ccbad72eeb29b0f16bbe7720da751f50316b1731a2ac24d;Parmi les actes médico-chirurgicaux suivants, lequel (lesquels) peut (peuvent) être à l'origine d'une infection nosocomiale à l'hôpital?;Trachéotomie;Pose d'un cathéter par voie intraveineuse;Sondage urinaire à demeure pour incontinence;Intradermoréaction à la tuberculine;Intervention neuro-chirurgicale pour dérivation d'une hydrocéphalie;a|b|c|e;4
5c9d25d610dc4e054a59d1fafacecc4e97868ded692b3f0ca78212ee705e1020;D'après les articles législatifs du code de la santé publique, l'information relative à l'état de santé du patient :;Ne doit être délivrée qu'à la demande expresse du patient;Doit être délivrée premièrement et principalement par écrit;Doit être délivrée dans toutes les situations au patient sans exception;Doit être transmise par le professionnel de santé qui doit s'assurer de la compréhension des informations et explications données;Doit être donnée par le médecin traitant qui reste, sauf cas de force majeure, le principal interlocuteur du patient;d;1
