id,question,answer,answers.a,answers.b,answers.c,answers.d,answers.e
c0c82f37a5016cdadff021a77d2ab97fbcbd7f5112766db917afcde7ba844820,"La présentation d'un antigène au lymphocyte T CD4 sous une forme immunogène, met en jeu :","La présentation d'un antigène au lymphocyte T CD4 sous une forme immunogène, met en jeu une internalisation et une dégradation de cet antigène. La présentation d'un antigène au lymphocyte T CD4 sous une forme immunogène, met en jeu l'intervention de molécules du CMH de classe II.",Une internalisation et une dégradation de cet antigène,,,L'intervention de molécules du CMH de classe II,
58c0250db4672ff88304fbba5426e1a243697258119a02d8b279f518dd830d3f,"Les 3 nucléides de l'hydrogène, H(A=1,Z=1), H(A=2,Z=1) et H(A=3,Z=1) sont:","Les 3 nucléides de l'hydrogène, H(A=1,Z=1), H(A=2,Z=1) et H(A=3,Z=1) sont des isotopes.",,,,Des isotopes,
2dacc0b72a605604287e0f7a5ac5b674401aa8c73f36091e2cbbf53d71eaabf9,"Quelle est la protéine dont la concentration plasmatique, chez un sujet normal, est la plus élevée ??","L'albumine, protéine dont la concentration plasmatique, est la plus élevée chez un sujet normal.",,Albumine,,,
0b73770a8c5a5cc3db2963258fe12ea32f626f7a1cbfbc4b8903a546e6ae5e35,"Parmi ces effets des glucocorticoïdes utilisés au long cours, lequel est faux ?",L'immunostimulation est un faux effet des des glucocorticoïdes utilisés au long cours.,,,Immunostimulation,,
d220dfa2a76429b08798d1e9f2fa449f6003c168e70ce3b8cf91721c1b391d6b,"Parmi les propositions suivantes concernant la filtration stérilisante, une seule est inexacte, laquelle ?",La filtration stérilisante ne permet pas d'obtenir la stérilité des suspensions injectables de principes actifs thermosensibles.,,,,Elle permet d'obtenir la stérilité des suspensions injectables de principes actifs thermosensibles,
6eabd79c1c8709f37dd1d5e494835c9ba94bb9909e6a76baae97990c93d43b74,Quelle est la base qui n'existe pas dans une molécule d'ADN ??,Uracile est la base qui n'existe pas dans une molécule d'ADN.,,,Uracile,,
0a0c3115c04ce655f8cc5fbd9a54b2966524c86c71e7285e30366af8ab7260d4,"parmi les préparations d'insuline, laquelle ou lesquelles nécessite(nt) deux injections par jour?",La suspension d'Insuline Zinc Semi-Tardum nécessite deux injections par jour. La suspension d'Insuline Zinc amorphe nécessite deux injections par jour.,,,,Suspension d'Insuline Zinc Semi-Tardum,Suspension d'Insuline Zinc amorphe
8b34c8eff46a7a9158486a053e958b94d6eb9485decd3e0696fc904b346f968d,"Parmi les propositions suivantes, laquelle (lesquelles) est exacte? La biodisponibilité des médicaments:",La biodisponibilité des médicaments renseigne sur la résorption du médicament. La biodisponibilité des médicaments dépend de l'effet du premier passage hépatique. La biodisponibilité des médicaments dépend des propriétés physico-chimiques du médicament.,Renseigne sur la résorption du médicament,,Dépend de l'effet du premier passage hépatique,Dépend des propriétés physico-chimiques du médicament,
6f1cf5072208ab5dbbeadaa06ca34521626095f030bb1d47b55f1447814b25d4,"Parmi les enzymes suivantes, quelle est celle qui est impliquée dans la dégradation du glucose dans le muscle:",La pyruvate kinase est une enzyme qui est impliquée dans la dégradation du glucose dans le muscle. La lactate deshydrogénase est une enzyme qui est impliquée dans la dégradation du glucose dans le muscle.,Pyruvate kinase,,Lactate deshydrogénase,,
eea47a9cea0d1cda9d706591adfe1f1dd0a57610393e4715fd1523a74b297ab8,"Parmi les affirmations suivantes, laquelle (lesquelles) est exacte?",La kanamycine (KAMYCINE) est un antituberculeux néphrotoxique. Le traitement d'attaque utilisant 4 antituberculeux (rifampicine + isoniazide + éthambutol + pyrazinamid) raccourcit à 6 mois la durée du traitement.,,La kanamycine (KAMYCINE) est un antituberculeux néphrotoxique,Le traitement d'attaque utilisant 4 antituberculeux (rifampicine + isoniazide + éthambutol + pyrazinamid) raccourcit à 6 mois la durée du traitement,,
cc3f6fb818db612e6513d48feaded4157fb4a73c53b71ea5a57991822081c706,"Parmi les caractères suivants, lequel (lesquels) concerne(nt) le KETOCONAZOLE?",Le KETOCONAZOLE est non hydrosoluble. Le KETOCONAZOLE  inhibe la synthèse de l'ergostérol. Le KETOCONAZOLE possède une toxicité hépatique.,Non hydrosoluble,Inhibe la synthèse de l'ergostérol,,,Possède une toxicité hépatique
215f734d0f9d24c29e22dcc388f20971832dd1c910d9eee462ce2d9320c5617c,Quel est le champignon exclusivement anthropophile?,Le trichophyton rubrum est  le champignon exclusivement anthropophile. Le epidermophyton floccosum est  le champignon exclusivement anthropophile.,Trichophyton rubrum,,Epidermophyton floccosum,,
047f7180dc552f30ee631848ecc871b74688f6bcf972e855030c2be05c0e3b00,"Parmi les propositions suivantes concernant le trichloréthylène, indiquer celle qui est ou sont exacte?",Le trichloréthylène peut entraîner des toxicomanies. Les troubles cardiaques qu'il entraîne sont responsables de la gravité de l'intoxication. Le trichloréthylène dans l'organisme subit un métabolisme oxydatif.,,Le trichloréthylène peut entraîner des toxicomanies,Les troubles cardiaques qu'il entraîne sont responsables de la gravité de l'intoxication,,Le trichloréthylène dans l'organisme subit un métabolisme oxydatif
eb6503013e09d1c84967cc730d8c985418c490f6c3d1bc4dfbeeef027ee5c29c,Une hyponatriurie s'observe généralement au cours:,Une hyponatriurie s'observe généralement au cours du syndrome néphrotique primitif. Une hyponatriurie s'observe généralement au cours de la cirrhose avec ascite. Une hyponatriurie s'observe généralement au cours de l'insuffisance rénale fonctionnelle. Une hyponatriurie s'observe généralement au cours des régimes désodés.,Du syndrome néphrotique primitif,De la cirrhose avec ascite,,De l'insuffisance rénale fonctionnelle,Des régimes désodés
8141782779c50e4ca25327d7a3b320f316b2ae965ecf45489397cc224f541d53,"Parmi les propositions suivantes, laquelle (lesquelles) est exacte? La transformation de la méthémoglobine en hémoglobine utilise:",La transformation de la méthémoglobine en hémoglobine utilise le glutathion réduit. La transformation de la méthémoglobine en hémoglobine utilise la vitamine C.,,Le glutathion réduit,,,La vitamine C
686477a00e4d94133caf47761ee3ee39524ddc0a39fb34fface315a425e5e6cc,Un ictère à bilirubine exclusivement non conjuguée (indirecte) est observée dans :,Un ictère à bilirubine exclusivement non conjuguée (indirecte) est observée dans les anémies hémolytiques. Un ictère à bilirubine exclusivement non conjuguée (indirecte) est observée dans les déficits complets en glucuronyl tranférase hépatique.,,,Les anémies hémolytiques,,Les déficits complets en glucuronyl tranférase hépatique
8fd86aafc48a090f39676295059d1289a8767f74538fe6f954ac141e9cb64f34,Une seule (plusieurs) proposition constitue(nt) la réponse attendue: L'oxycarbonisme chronique survient:,L'oxycarbonisme chronique survient chez les grands fumeurs. L'oxycarbonisme chronique survient après exposition au dichlorométhane.,Chez les grands fumeurs,,,,Après exposition au dichlorométhane
961fbf8c4175f0c78280c7ddfc9c58e10c30e60207b71ff5a1279430db8bec23,Le vaccin antigrippal:,Le vaccin antigrippal est un vaccin à virus inactivé. Le vaccin antigrippal est modifié en fonction des données épidémiologiques. Le vaccin antigrippal n'est pas contre-indiqué chez la femme enceinte.,Est un vaccin à virus inactivé,Est modifié en fonction des données épidémiologiques,,,N'est pas contre-indiqué chez la femme enceinte
6b92757ed3720dc210073a7d17bb55db4768beba219b9656b24e7fbcfe7322f2,Le diagnostic d'infection urinaire à E. coli repose sur les éléments suivants. Cochez le élément qui contribue(nt) au diagnostic:,Cochez le élément qui contribue(nt) au diagnostic leucocytes > 100.000 /ml. Cochez le élément qui contribue(nt) au diagnostic 100.000 E.coli/ml.,Leucocytes > 100.000 /ml,100.000 E.coli/ml,,,
146bb51736c5ed07efeb1e4bc5d31a0805ec937e31b066c8e50884b7251c8718,"Parmi les propositions suivantes, indiquez la ou les espèces microbiennes responsables de syndromes dysentériques:",Giardia intestinalis est une espèce microbienne responsables de syndromes dysentériques. Shigella sonnei est une espèce microbienne responsables de syndromes dysentériques.,,Giardia intestinalis,,Shigella sonnei,
3942d6500c7f8fd5d76bfee9c73bbe454fa1a6ecbeaddd596ec7cf1c2b7327ab,"Parmi les propositions suivantes, laquelle (lesquelles) est exacte? Le coefficient d'extinction molaire d'une substance absorbante peut:",Le coefficient d'extinction molaire d'une substance absorbante peut varier avec la température. Le coefficient d'extinction molaire d'une substance absorbante peut vrier avec la longueur d'onde. Le coefficient d'extinction molaire d'une substance absorbante peut être modifié par la nature du solvant. Le coefficient d'extinction molaire d'une substance absorbante peut être modifié par la nature du solvant.,Varier avec la température,Varier avec la longueur d'onde,Etre modifié par la nature du solvant,,Etre identique à 2 longueur d'ondes différentes
e4da25dcf9a5d8ddc639cb5a492413939d700f557270ca0a6693228ee390f290,"Parmi les propositions suivantes concernant la spectrophotométrie UV-visible, laquelle (lesquelles) est exacte?",Concernant la spectrophotométrie UV-visible les carbures saturés n'absorbent pas dans l'ultra-violet proche. Concernant la spectrophotométrie UV-visible la conjugaison des liaisons multiples déplace le maximum d'absorption de la molécule vers les grandes longueurs d'onde. Concernant la spectrophotométrie UV-visible les groupements fonctionnels porteurs d'hétéroatomes sont auxochromes.,Les carbures saturés n'absorbent pas dans l'ultra-violet proche,,La conjugaison des liaisons multiples déplace le maximum d'absorption de la molécule vers les grandes longueurs d'onde,,Les groupements fonctionnels porteurs d'hétéroatomes sont auxochromes
388b84c3f58c5b76e6c6636d961736621e325e69061798fd2fc7b484c1e06e0a,"Parmi les questions suivantes concernant la prévention, une seule est fausse. Laquelle ?",Concernant la prévention la question suivante est fausse : le dépistage est une mesure de prévention primaire.,Le dépistage est une mesure de prévention primaire,,,,
0fb4b3616a35e8b2a37995239dd1a8e46cbea9da5083bf844cc008b2d4e7384f,Que se passe-t-il à la fin de la diastole générale? Cochez la réponse exacte?,À la fin de la diastole générale les oreillettes et les ventricules sont relâchés. À la fin de la diastole générale les valvules auriculo-ventriculaires sont ouvertes. À la fin de la diastole générale les ventricules reçoivent le sang provenant des oreillettes.,Les oreillettes et les ventricules sont relâchés,Les valvules auriculo-ventriculaires sont ouvertes,,,Les ventricules reçoivent le sang provenant des oreillettes
ba72e9a07f83477f9cccf923077195f6c2da8e91cdf2b5c3c1ea06ce98201742,"Parmi les anomalies biologiques suivantes, quelle est celle qui permet(tent) de penser qu'un syndrome néphrotique primitif ""est impur""?","L'hématurie est une anomalie biologioque permettnt de penser qu'un syndrome néphrotique primitif ""est impur"". L'augmentation de la créatininémie  est une anomalie biologioque permettnt de penser qu'un syndrome néphrotique primitif ""est impur"".",,,Hématurie,,Augmentation de la créatininémie
5f746ac8aaa0f1ef6d1b3379af7ffc7c564924b7acb57c4bcd4d673eb244fd13,La cuisson suffisante de la viande est une des meilleures préventions vis à vis des parasitoses suivantes:,La cuisson suffisante de la viande est une des meilleures préventions vis à vis des parasitoses suivantes la toxoplasmose. La cuisson suffisante de la viande est une des meilleures préventions vis à vis des parasitoses suivantes le taeniasis a Taenia saginata.,,La toxoplasmose,Le taeniasis a Taenia saginata,,
0733eb70e78bc1e095477b3c149240a1548f4b27797a13709ccf334b59d1bede,La loi de Beer-Lambert,La loi de Beer-Lambert s'applique aux dosages spectrophotométriques. La loi de Beer-Lambert est une loi additive.,,S'applique aux dosages spectrophotométriques,,Est une loi additive,
ed3b6214be869b3e365b9f5b832fe0ab2c5bbf1b2030fc4ef17134d497057347,Le rendement de l'extraction par un solvant organique d'un composé acide en solution dans l'eau augmente lorsque:,Le rendement de l'extraction par un solvant organique d'un composé acide en solution dans l'eau augmente lorsque le coefficient de partage conditionnel du composé augmente. Le rendement de l'extraction par un solvant organique d'un composé acide en solution dans l'eau augmente lorsque le nombre d'extractions réalisées augmente. Le rendement de l'extraction par un solvant organique d'un composé acide en solution dans l'eau augmente lorsque le volume du solvant organique augmente.,,Le coefficient de partage conditionnel du composé augmente,Le nombre d'extractions réalisées augmente,Le volume du solvant organique augmente,
532bdd09e43d29e80192c20c740062848bb99a3c9df6c8bd98c3e277b69d35bc,"Parmi les propositions suivantes concernant les comprimés, laquelle (lesquelles) est exacte ?",Concernant les comprimés la polyvinylpyrrolidone est utilisée comme liant à sec. Concernant les comprimés le mélange bicarbonate de sodium/acide citrique est utilisé comme agent de désagrégation. Concernant les comprimés la granulation facilite l'écoulement du mélange pour compression.,La polyvinylpyrrolidone est utilisée comme liant à sec,Le mélange bicarbonate de sodium/acide citrique est utilisé comme agent de désagrégation,La granulation facilite l'écoulement du mélange pour compression,,
2431cdc8e3d18d254ebf97e203a04837985448c9190b35c52dab48bdc43d78ee,"Parmi les propositions suivantes, quelles sont celles qui s'appliquent à l'IL2 :",Induit la différenciation des lymphocytes T cytotoxiques. Est produite par les lymphocytes Th1. Agit selon un mode autocrine. Est utilisable en thérapeutique.,Induit la différenciation des lymphocytes T cytotoxiques,,Est produite par les lymphocytes Th1,Agit selon un mode autocrine,Est utilisable en thérapeutique
337805b96b5f5ab87dce4d6b41fcd766da6af2f800154d2188e65f19fe2c4b02,Un patient de 20 ans est traité par héparine de bas poids moléculaire pour une thrombose iliaque. Il présente un syndrome hémorragique majeur. Parmi les résultats suivants lequel permet(tent) d'affirmer la présence d'un surdosage?,"Un patient de 20 ans est traité par héparine de bas poids moléculaire pour une thrombose iliaque. Il présente un syndrome hémorragique majeur. L'activité anti Xa = 2,00 UI/mL permet d'affirmer la présence d'un surdosage.",,,,"Activité anti Xa = 2,00 UI/mL",
f698b03f1b16b6e27e001a9d536911cede014476538d3d63b3624c78c12463ba,"Parmi les propositions suivantes concernant l'allopurinol (ZYLORIC®), quelle est la proposition exacte ?",L'allopurinol (ZYLORIC®) est un inhibiteur de la xanthine-oxydase. L'allopurinol (ZYLORIC®) peut entrainer des réactions allergiques graves.,,C'est un inhibiteur de la xanthine-oxydase,,,Il peut entrainer des réactions allergiques graves
5d751dea534e85fa9adc9c528cf8a3536b5965e70e8ea50c02f9b513232a5a83,Parmi les propositions suivantes quelle est celle caractérisant Pseudomonas aeruginosa ?,Pseudomonas aeruginosa est très souvent impliqué dans des infections nosocomiales. Pseudomonas aeruginosa est Bacille Gram négatif. Pseudomonas aeruginosa est Aérobie strict.,,Très souvent impliqué dans des infections nosocomiales,Bacille Gram négatif,Aérobie strict,
ae3101351ebab9fb630e433a6e4b627b8fca1ec21008c1674fd9192a9d567603,"Parmi les propositions suivantes, cocher la réponse exacte. La parathormone:",La parathormone augmente la réabsorption rénale du calcium. La parathormone a le même effet que la calcitonine sur l'élimination urinaire des phosphates. La parathormone augmente la mobilisation du calcium osseux.,Augmente la réabsorption rénale du calcium,A le même effet que la calcitonine sur l'élimination urinaire des phosphates,Augmente la mobilisation du calcium osseux,,
9f13379ed3d936f463edec1492525b9dbb1908500c804386f376981b8a803871,Un tableau typique de Coagulation Intra-Vasculaire Disséminée comporte en général:,Un tableau typique de Coagulation Intra-Vasculaire Disséminée comporte en général une thrombopénie. Un tableau typique de Coagulation Intra-Vasculaire Disséminée comporte en général une concentration élevée de produits de dégradation de la fibrine (D-dimères). Un tableau typique de Coagulation Intra-Vasculaire Disséminée comporte en général une diminution de la concentration des facteurs de la coagulation. Un tableau typique de Coagulation Intra-Vasculaire Disséminée comporte en général la présence de complexes solubles.,Une thrombopénie,Une concentration élevée de produits de dégradation de la fibrine (D-dimères),,Une diminution de la concentration des facteurs de la coagulation,La présence de complexes solubles
f695c2e22a477b78a5e040d6b3dfe75733b8998f2f51dbf8d0711d658e999ef8,"Dans le LCR provenant d'un malade atteint de méningite bactérienne, on note, le plus souvent, une augmentation de certain paramètre. Lequel ou lesquels ?","Dans le LCR provenant d'un malade atteint de méningite bactérienne, on note, le plus souvent, une augmentation de protéines. Dans le LCR provenant d'un malade atteint de méningite bactérienne, on note, le plus souvent, une augmentation de polynucléaires neutrophiles.",Protéines,,,Polynucléaires neutrophiles,
cef9700dc01404a63c7384c5dc483404a19b7ab0dbf786eccecace2128473a6d,Parmi les propositions suivantes concernant Aspergillus fumigatus lesquelles sont exactes :,Aspergillus fumigatus est un champignon filamenteux.  Aspergillus fumigatus est contracté par inhalation de spores.  Aspergillus fumigatus est un opportuniste.,Est un champignon filamenteux,Est contracté par inhalation de spores,,,Est un opportuniste
f97e3bdb634de6d75c38f2635646f17a66df01c2700ac12219c6642d26b1cdad,L'absorption intestinale du glucose:,L'absorption intestinale du glucose est réalisée contre un gradient de concentration. L'absorption intestinale du glucose est freinée par le galactose. L'absorption intestinale du glucose utilise un mode de transport très voisin de celui fonctionnant dans le tubule rénal.,Est réalisée contre un gradient de concentration,Est freinée par le galactose,Utilise un mode de transport très voisin de celui fonctionnant dans le tubule rénal,,
7ac92cb0cbe9a1a278898820e2e6d7c8843b4384dba3bade2a4b4b8269d9d6c4,"En cas de pertes sanguines massives, l'érythropoïèse compensatrice accélérée a généralement pour conséquences :","En cas de pertes sanguines massives, l'érythropoïèse compensatrice accélérée a généralement pour conséquences l'élévation du nombre de réticulocytes circulants. En cas de pertes sanguines massives, l'érythropoïèse compensatrice accélérée a généralement pour conséquences une polychromatophilie. En cas de pertes sanguines massives, l'érythropoïèse compensatrice accélérée a généralement pour conséquences le passage dans le sang d'un faible nombre d'érythroblastes acidophiles.",L'élévation du nombre de réticulocytes circulants,Une polychromatophilie,,Le passage dans le sang d'un faible nombre d'érythroblastes acidophiles,
968cef7b0860fc7053e80d6d8c3cdb2558388dba33c2ce455d826ac0fea81862,La vaccination contre l'hépatite B:,La vaccination contre l'hépatite B est obligatoire pour tout le personnel de santé. La vaccination contre l'hépatite B est recommandée pour tous les sujets à risque de contamination.,,Est obligatoire pour tout le personnel de santé,Est recommandée pour tous les sujets à risque de contamination,,
b3a8dff8caee92bca616d1d922ddac3d44dec7f4a8da5c2afcdbe80eef2588c6,L'intensité de fluorescence d'une molécule donnée :,L'intensité de fluorescence d'une molécule donnée est dépendante de l'intensité du rayon lumineux du rayon lumineux excitateur. L'intensité de fluorescence d'une molécule donnée peut-être utilisée pour identifier une molécule. L'intensité de fluorescence d'une molécule donnée est dépendante de la température.,,Est dépendante de l'intensité du rayon lumineux du rayon lumineux excitateur,Peut-être utilisée pour identifier une molécule,,Est dépendante de la température
e1fc80208a75b0b3ca78084f45314f8d8924a6a78dede603f3e13fe56fe63aaf,Deux noyaux atomiques sont dits isotopes lorsqu'ils ont:,Deux noyaux atomiques sont dits isotopes lorsqu'ils ont même numéro atomique (Z). Deux noyaux atomiques sont dits isotopes lorsqu'ils ont même nombre d'électrons.,,,Même numéro atomique (Z),,Même nombre d'électrons
55b722b612dd0e169d1d8fb025df52e53011b14c35a71a44091ea617416953c8,"Parmi les propositions suivantes, laquelle (lesquelles) est juste? Dans l'alcoolisme chronique:",Dans l'alcoolisme chronique il existe une dépendance physique. Dans l'alcoolisme chronique il y a accoutumance à l'éthanol. Dans l'alcoolisme chronique une altération des fonctions hépatiques se développe.,Il existe une dépendance physique,,Il y a accoutumance à l'éthanol,,Une altération des fonctions hépatiques se développe
0aea0358bd7f16b6c4cc40b5900376ef3ea8fcaa07828e710b16e5b600762eea,"Parmi les propositions suivantes, quelles sont celles qui s'appliquent aux lipoprotéines plasmatiques de très basse densité (VLDL)?",,Elles contiennent de l'apo B,,Elles sont riches en triglycérides,Elles contiennent des apo C et E,
da8f7d90fc39e0a3082daebb065a182c08d5c22a17b38c6d0db3f5a7629afb8a,"Parmi les propositions suivantes, laquelle (lesquelles) est exacte? Les chlorures peuvent être dosés par :",,,,Complexométrie,,Chromatographie ionique avec détecteur conductimétrique
2c14e6c8f7d2be2a86a3597fbe7692bf13b18d05df8d7c84605f56cfbc11f30b,"Parmi les affirmations suivantes, laquelle (lesquelles) est exacte?",,L'acide vanillique est le catabolite de la dopamine,,La mono-amine oxydase est une enzyme de dégradation des catécholamines,L'AMP cyclique est le second messager des récepteurs bêta des catécholamines,
91a0bb4938f74bad0b0d97b8bfc697107880baeadf6cad026ebd298d1f425811,"Dans la leucémie lymphoïde chronique, il existe fréquemment","Dans la leucémie lymphoïde chronique, il existe fréquemment une lymphocytose supérieure à 4 G/L. Dans la leucémie lymphoïde chronique, il existe fréquemment des adénopathies.",Une lymphocytose supérieure à 4 G/L,,,,Des adénopathies
9a922f54c8e5d06dd4df13a7f629877e8bfe9e630486793a9c574486f0d27d8f,"Parmi les propositions suivantes, quel est l'antibiotique de choix pour traiter une infection à Listeria monocytogenes ?",,,Amoxicilline,,,
52feea9baff77901969a168db034100bc120170142a9d0f3588b372d8150410d,"Parmi les médicaments suivants, lequel est contre-indiqué avec les sulfamides hypoglycémiants ?",,,,,Miconazole (DAKTARIN®),
1729814731c9ae364712148c013755bd6c87ee2180e48467848f556a0a61e85a,"Parmi les propositions suivantes, laquelle est exacte ? Le mésusage est défini comme :",,,,,,Une utilisation de médicament non conforme aux recommandations du résumé des caractéristiques du produit
745d95027cb5a99ac7cafe915ba4dd5a86f5198ece119069387def66ffc51b1a,"Parmi les propositions suivantes, quelle est celle qui est fausse ?",,,,,La méthode immunométrique dite sandwich fait appel à un seul anticorps,
84dc4d91f3e19079a0126ff83068f4adcc7efe43cd5c393e51781a1d750c4fd7,"Parmi les propositions suivantes, quelle est celle qui est exacte ? La certification des établissements de santé",La certification des établissements de santé concerne tous les établissements de santé.,,,,Concerne tous les établissements de santé,
0b39e1dce73ae5c27d727b1e687973141529382e642f2d08aecb7cb59b92bffd,La biodisponibilité absolue d'un médicament est obtenue en prenant comme référence:,La biodisponibilité absolue d'un médicament est obtenue en prenant comme référence l'aire sous la courbe après administration intraveineuse.,,,L'aire sous la courbe après administration intraveineuse,,
a7f85036e0edb0cf7d758e8d9fdace400888a5ad51ab332b3ce77cc58f40f9e9,Indiquez la ou les réponses exacte? Dans une molécule d'immunoglobuline:,,Les deux chaînes légères sont toujours identiques,Les chaînes légères peuvent être de type kappa,Les chaînes lourdes portent la spécificité isotypique,,Les deux chaînes lourdes sont toujours identiques
7538df70f3a8314a4924c35a3671a67c710160068fcc1170e6c26a5cbbeb02dc,La formation de complexes peut être utilisé pour le dosage:,La formation de complexes peut être utilisé pour le dosage des chlorures. La formation de complexes peut être utilisé pour le dosage du calcium.,Des chlorures,,Du calcium,,
157e2d29f7e530f4f8f3c177bdcd5b7af04f08d34fbd2854119a9ec24e1dd8a2,Un dosage radioimmunologique (RIA) :,Un dosage radioimmunologique (RIA) doit utiliser un antigène marqué. Un dosage radioimmunologique (RIA) doit utiliser un système permettant de séparer l'antigène libre du complexe antigène-anticorps.,Doit utiliser un antigène marqué,Doit utiliser un système permettant de séparer l'antigène libre du complexe antigène-anticorps,,,
7dce530a2a2e0697b23e03dbe828a21fa892731fed802c7ce217074db1c315d5,"Parmi les antibiotiques suivants, lequel (lesquels) est un (des) aminoside?",,,,Streptomycine,Gentamicine,
ec697ee8dd796049506d7055708be69bc0bb217c7d2560bf7ca9f45f7d438dbd,"Au cours d'une insuffisance hépatocellulaire grave, on observe généralement dans le sang:","Au cours d'une insuffisance hépatocellulaire grave, on observe généralement dans le sang une augmentation de l'ammonium. Au cours d'une insuffisance hépatocellulaire grave, on observe généralement dans le sang une diminution du cholestérol. Au cours d'une insuffisance hépatocellulaire grave, on observe généralement dans le sang une diminution de l'albumine.",Une augmentation de l'ammonium,Une diminution du cholestérol,,Une diminution de l'albumine,
085e59ac6cefbfe5520c780cfd8b062697955eef5d5bc87ca4b6d16ad8d26231,"En électrophorèse capillaire haute performance, le sens de migration de l'analyse dépend :","En électrophorèse capillaire haute performance, le sens de migration de l'analyse dépend de la nature de la charge de l'analyte. En électrophorèse capillaire haute performance, le sens de migration de l'analyse dépend du flux d'électroendosmose. En électrophorèse capillaire haute performance, le sens de migration de l'analyse dépend de la vitesse électrophorétique de l'analyte chargé.",De la nature de la charge de l'analyte,,Du flux d'électroendosmose,,De la vitesse électrophorétique de l'analyte chargé
6a6a4e6840e58d36f53b70a4dd1ca0432d3457817d2ff465d2f3b865ee96745e,Indiquez la ou les réponses exacte: Le diagnostic sérologique d'une infection virale repose sur la mise en évidence chez le patient:,,,D'une séroconversion,D'une ascension significative du titre des anticorps spécifiques,D'IgM spécifiques,
54adf03d5bc7f4ba6a63d771273d5793110cb07ab668cc855b1b733c0d34dfd9,"Parmi les infections opportunistes suivantes, laquelle(lesquelles) est caractéristique du SIDA ?",,Pneumocystose,,Toxoplasmose cérébrale,Cryptococcose,Infections à mycobactéries atypiques
0b89bc7ce67edab68a9865ce60f22b28984dc38088486bb0d2f6c328188f3787,"Parmi les formes solides orales suivantes, indiquer celles qui libèrent le principe actif de manière continue.",Parmi les formes solides orales suivantes indiquer celles qui libèrent le principe actif de manière continue : matrice hydrophile. |Parmi les formes solides orales suivantes indiquer celles qui libèrent le principe actif de manière continue : comprimé pelliculé avec un film insoluble perméable. |Parmi les formes solides orales suivantes indiquer celles qui libèrent le principe actif de manière continue : matrice inerte. |,Matrice hydrophile,Comprimé pelliculé avec un film insoluble perméable,,,Matrice inerte
ca8fcf52bfdd268a10e7cf2c4d6a759a188385e8d8f5ca848e6c0c7d4b3cb1bc,"Parmi les explorations biologiques suivantes, lesquelles peuvent être utiles au diagnostic d'une anomalie de l'hémostase primaire ?",,La mesure du temps de saignement (Ivy),,Le dosage du facteur Willebrand,La numération plaquettaire,Les tests d'agrégation plaquettaire in vitro
f578b4b0659d5fa5e0a452ff8e32c296b5d252fc6159d4285c524f554fdc432b,"Parmi les substances suivantes, quelles sont celles qui ne peuvent être identifiées par la réaction de Parri ?",,Phénothiazines,Calcium,Chlorure de sodium,,Caféine
edcad72c1e3132b4f4c7cc32d79a4242d658d1d4552e77d28a13ebb5e9b1e904,"Parmi les électrodes suivantes, quelle est celle qui est utilisée en polarographie ?",,,Electrode à goutte de mercure,,Electrode au calomel,
848336659ac0cfac2acbed9f402309d37d2ac7c79f1eab1a5ca8ba3c08109989,Le syndrome de sevrage des morphiniques est caractérisé par le ou les signe suivant :,Le syndrome de sevrage des morphiniques est caractérisé par le ou les signe suivant hypersudation. Le syndrome de sevrage des morphiniques est caractérisé par le ou les signe suivant diarrhée. Le syndrome de sevrage des morphiniques est caractérisé par le ou les signe suivant tachycardie.,,Hypersudation,,Diarrhée,Tachycardie
2f8d98235dfc1aa55632b7d214a0e4d78bccd9c621681dd9b823855cacf636e3,"Chez un patient atteint d'une hyperlipoprotéinémie de type III, on observe habituellement :","Chez un patient atteint d'une hyperlipoprotéinémie de type III, on observe habituellement la présence de lipoprotéines de taille intermédiaire (IDL). Chez un patient atteint d'une hyperlipoprotéinémie de type III, on observe habituellement une augmentation de la triglycéridémie.",,,La présence de lipoprotéines de taille intermédiaire (IDL),,Une augmentation de la triglycéridémie
3edf245cba7fff22539cab5af3da629fb3eef4aa5879483b7b364a78c6e90ca3,"Parmi les propositions suivantes, indiquer le antibiotique exerçant un effet bactéricide :",,Ceftriaxone,,Gentamicine,,Ofloxacine
5fe7e87bee3dbb4e700c6c8b3aecdc02aeba5cb225e691cbac549575b3859b4e,"Dans un diabète de type 1 non traité, on observe :","Dans un diabète de type 1 non traité, on observe un abaissement de la concentration du peptide C plasmatique. Dans un diabète de type 1 non traité, on observe l'apparition possible de corps cétoniques dans les urines. Dans un diabète de type 1 non traité, on observe une augmentation de l'HbA1c.",,Un abaissement de la concentration du peptide C plasmatique,L'apparition possible de corps cétoniques dans les urines,,Une augmentation de l'HbA1c
805f746086c528498e4881c01989fcf54cc3b819cecf87c73327659f9adf383f,"Après absorption de lumière, une molécule est dans un état instable, il s'en suit une restitution de l'énergie acquise. Quelle est la proposition exacte concernant ce phénomène?",,Une partie de l'énergie est dissipée par collisions avec les molécules de solvant,,La désactivation par fluorescence se fait en un temps voisin de 10-8s,,La désactivation par fluorescence se fait à partir du premier niveau électronique excité
d0cdd50508c824e2f756636f6d9ab6ba5c327fc98fcdf09bbb42c8c5aa7388be,"Dans la liste suivante, quel micro-organisme peut(peuvent) être transmis par voie féco-orale ?",,Virus de l'hépatite A,,Entamoeba histolytica,Entérovirus,
