id,question,answer,answers.a,answers.b,answers.c,answers.d,answers.e
203f24661325396f853875c9e3a60528e68619f8b94080bbf1c941c793e5c9eb,"Concernant les propositions sur l’amikacine, quelles sont les réponses exactes :","Concernant les propositions sur l’amikacine, quelles sont les réponses exactes les bactéries anaérobies y sont naturellement résistantes. Concernant les propositions sur l’amikacine, quelles sont les réponses exactes elle est ototoxique. Concernant les propositions sur l’amikacine, quelles sont les réponses exactes elle n’est pas résorbée per os.",,Les bactéries anaérobies y sont naturellement résistantes,,Elle est ototoxique,Elle n’est pas résorbée per os
04a8e4d55d4be531f4a2595ba74e8937db5b23d3d3a7edaa804c46191713dda2,"Parmi les propositions suivantes concernant les propriétés de la digitoxine, cochez celle qui est exacte :",Concernant les propriétés de la digitoxine le métabolisme hépatique est important. Concernant les propriétés de la digitoxine la résorption digestive est rapide. Concernant les propriétés de la digitoxine la liaison protéique est d'environ 95%. Concernant les propriétés de la digitoxine la biodisponibilité est proche de 100%.,,Le métabolisme hépatique est important,La résorption digestive est rapide,La liaison protéique est d'environ 95%,La biodisponibilité est proche de 100%
0306cba9c5b5b87899cbdf4b623b5e511d73c9d9d94bbc7bd47e888a1b0662b1,"Concernant les propriétés générales des AIS, quelles sont les réponses justes :","Concernant les propriétés générales des AIS, quelles sont les réponses justes ils augmentent le catabolisme protéique. Concernant les propriétés générales des AIS, quelles sont les réponses justes ils provoquent une atrophie surrénalienne. Concernant les propriétés générales des AIS, quelles sont les réponses justes ils ont une activité antithyroïdienne à forte dose.",Ils augmentent le catabolisme protéique,,,Ils provoquent une atrophie surrénalienne,Ils ont une activité antithyroïdienne à forte dose
957427d691c2e180ec19d6e2a19d8a2894f9f3e04d2f57dc9aa02c08edaea1bd,"Parmi les propositions suivantes concernant les pyélonéphrites, une seule est fausse. Laquelle ?","Concernant les pyélonéphrites la proposition ""Le traitement monodose par la ciprofloxacine est possible"" est fausse.",,,,Le traitement monodose par la ciprofloxacine est possible,
cd2586354c051e042d2402915b6192249f4192931c20fd9e2ecc91e5879e1e56,"Parmi les propositions suivantes concernant les récipients pour préparations injectables, laquelle (lesquelles) est exacte?","Concernant les récipients pour préparations injectables les flacons de verre ont une résistance hydrolytique élevée en surface. Concernant les récipients pour préparations injectables les poches pour préparations injectables sont généralement en PVC. Concernant les récipients pour préparations injectables les cartouches sont des petits flacons de verre sans fond, fermés aux deux extrêmités par un bouchon de caoutchouc.",Les flacons de verre ont une résistance hydrolytique élevée en surface,,Les poches pour préparations injectables sont généralement en PVC,,"Les cartouches sont des petits flacons de verre sans fond, fermés aux deux extrêmités par un bouchon de caoutchouc"
4db4a5f13e7fd49f5fa7d99b17fef84aa92c9034b2ea4e02e991d89b9bd98315,"Parmi les propositions suivantes concernant les sels de lithium, indiquer celle qui est exacte.",concernant les sels de lithium ils sont utilisés dans le traitement des troubles bipolaires. | concernant les sels de lithium il existe un risque de surdosage en cas d'insuffisance rénale. | concernant les sels de lithium ils peuvent entraîner des troubles thyroïdiens. | concernant les sels de lithium ils peuvent entraîner une polyurie. |,Ils sont utilisés dans le traitement des troubles bipolaires,Il existe un risque de surdosage en cas d'insuffisance rénale,,Ils peuvent entraîner des troubles thyroïdiens,Ils peuvent entraîner une polyurie
103201a2cf08d4c80cd9c9609f41e0f8f95cd608af598f5b328c0aaeae96462c,"Parmi les propositions suivantes concernant les solvants benzéniques (benzène et homologues supérieurs), laquelle(lesquelles) est exacte ?","Concernant les solvants benzéniques (benzène et homologues supérieurs) le benzène présente une activité myélotoxique. Concernant les solvants benzéniques (benzène et homologues supérieurs) le toluène est métabolisé majoritairement en acide hippurique. Concernant les solvants benzéniques (benzène et homologues supérieurs) chez  l'homme, la voie respiratoire constitue une voie d'élimination des solvants benzéniques.",Le benzène présente une activité myélotoxique,Le toluène est métabolisé majoritairement en acide hippurique,,,"Chez l'homme, la voie respiratoire constitue une voie d'élimination des solvants benzéniques"
b199d790b67c04818b2aefde6b720103ccac867432e56cfb524e40971bf5bf21,"Parmi les affirmations suivantes concernant les substances toxicomaniaques, laquelle(lesquelles) est exacte ?",Concernant les substances toxicomaniaques le principe actif du cannabis est le delta-9-tétrahydrocannabinol. Concernant les substances toxicomaniaques le LSD est un hallucinogène extrêmement puissant.,le principe actif du cannabis est le delta-9-tétrahydrocannabinol,,,le LSD est un hallucinogène extrêmement puissant,
b039eb08de7bfabf61c362d61e465197247a805f69167de5cdc6cc52675eb35b,"Parmi les affirmations suivantes concernant les suspensions injectables, laquelle(lesquelles) est exacte ?",Concernant les suspensions injectables elles sont des formes à action prolongée. Concernant les suspensions injectables elles contiennent généralement un principe actif peu soluble dans le véhicule . Concernant les suspensions injectables celles colloïdales peuvent être administrées par voie IV.,Elles sont des formes à action prolongée,,,Elles contiennent généralement un principe actif peu soluble dans le véhicule,Celles colloïdales peuvent être administrées par voie IV
1aa7b56483d9848277e71899d96acd3687c8091ead0902448dca2685a5fe4866,"Concernant les thrombopénies à l'héparine, quelle affirmation est vraie ?","Concernant les thrombopénies à l'héparine le type II est une thrombopénie sévère et retardée (4ème - 20ème jour). Concernant les thrombopénies à l'héparine dans le type I, elles sont transitoires si on poursuit le traitement. Concernant les thrombopénies à l'héparine le risque majeur des thrombopénies de type II est un risque de thrombose. Concernant les thrombopénies à l'héparine dans le type II, le danaparoïde ORGARAN® constitue une alternative au traitement par l'héparine`.",Le type II est une thrombopénie sévère et retardée (4ème - 20ème jour),"Dans le type I, elles sont transitoires si on poursuit le traitement",,Le risque majeur des thrombopénies de type II est un risque de thrombose,"Dans le type II, le danaparoïde ORGARAN® constitue une alternative au traitement par l'héparine"
c2e0fef4151a54a645163a0d4ab2bdd403fe41897772df17fbc8ef95aae5bc6b,"Concernant Mycobacterium tuberculosis, quelle est la proposition inexacte :","Concernant Mycobacterium tuberculosis, quelle est la proposition inexacte elle se multiplie mieux dans les organes mal oxygénés.",,,Elle se multiplie mieux dans les organes mal oxygénés,,
372f99a3c4e0912054b8dd0b553eacbca87ac1e6f2b60db65e005dc3734b1ebe,"Parmi les propositions suivantes concernant Staphylococcus aureus, laquelle est fausse?","Concernant Staphylococcus aureus la proposition ""Il est naturellement résistant aux lincosamides"" est fausse.",,,,Il est naturellement résistant aux lincosamides,
31aacc57ab75e197505abff88377ba4d3340563a29bcbe2ecc7dd437c2f6841c,"Parmi les propositions suivantes concernant Streptococcus agalactiae (groupe B), certaines sont exactes. Lesquelles ?",Concernant Streptococcus agalactiae (groupe B) c'est une bactérie pyogène. Concernant Streptococcus agalactiae (groupe B) il dégrade les glucides par métabolisme fermentatif .Concernant Streptococcus agalactiae (groupe B) c'est un agent d'infections nosocomiales. Concernant Streptococcus agalactiae (groupe B) il est habituellement sensible aux aminopénicillines.,C'est une bactérie pyogène,,Il dégrade les glucides par métabolisme fermentatif,C'est un agent d'infections nosocomiales,Il est habituellement sensible aux aminopénicillines
93ba7de8be34f70046db37fc5a67067bf381c0aad7142f1d9f91b3d8f03e2b33,Laquelle de ces propositions concernant Trichomonas vaginalis est fausse ?,"Concernant Trichomonas vaginalis la proposition ""Il est disséminé sous forme de kyste"" est fausse.",,,,Il est disséminé sous forme de kyste,
6f67b816d91d6f12ffd8707f17ccc930a74a5fd3e2d6ed34013a527ab4cdd2bd,Cryptococcus neoformans:,Cryptococcus neoformans est une levure capsulée. Cryptococcus neoformans est généralement sensible au fluconazole. Cryptococcus neoformans présente un tropisme pour le système nerveux central.,Est une levure capsulée,,,Est généralement sensible au fluconazole,Présente un tropisme pour le système nerveux central
b074865abf8a595e8622660d500ddd11dad865dd3be58106e7b371d5b19683b8,Cryptococcus neoformans,Cryptococcus neoformans peut pénétrer par voie cutanée. Cryptococcus neoformans est encapsulé. Cryptococcus neoformans est retrouvé dans le LBA et les hémocultures. Cryptococcus neoformans la recherche d’anticorps ne fait pas partie du bilan diagnostic. Cryptococcus neoformans est une levure opportuniste présente dans les fientes de pigeon.,Peut pénétrer par voie cutanée,Est encapsulé,Est retrouvé dans le LBA et les hémocultures,La recherche d’anticorps ne fait pas partie du bilan diagnostic,Est une levure opportuniste présente dans les fientes de pigeon
37ff611be3026aad3922f27ee8b02ae919b69a88c734fe31ce4a5e6bb600eba7,"Parmi les symptômes suivants, indiquer celui qui n'est pas observé lors d'une intoxication aiguë par le monoxyde de carbone",Cyanose est le symtome qui n'est pas observé lors d'une intoxication aiguë par le monoxyde de carbone.,,,,Cyanose,
ed294ecabb8f1f9796d26a94125cb69f2e7199cfb1498e838dfedbcc6a012a0a,"Quel est , parmi ces médicaments, celui (ceux) qui doit (doivent) être phosphorylé au niveau intracellulaire pour être actif?",Cytarabine (ou cytosine arabinoside) doit être phosphorylé au niveau intracellulaire pour être actif. (ARACYTINE®) Zidovudine (ou AZT) (RETROVIR®)  doit être phosphorylé au niveau intracellulaire pour être actif. Aciclovir (ZOVIRAX®) doit être phosphorylé au niveau intracellulaire pour être actif. ,Cytarabine (ou cytosine arabinoside) (ARACYTINE®),,Zidovudine (ou AZT) (RETROVIR®),,Aciclovir (ZOVIRAX®)
5c9d25d610dc4e054a59d1fafacecc4e97868ded692b3f0ca78212ee705e1020,"D'après les articles législatifs du code de la santé publique, l'information relative à l'état de santé du patient :","D'après les articles législatifs du code de la santé publique, l'information relative à l'état de santé du patient doit être transmise par le professionnel de santé qui doit s'assurer de la compréhension des informations et explications données.",,,,Doit être transmise par le professionnel de santé qui doit s'assurer de la compréhension des informations et explications données,
0977cdb14c506a1c5ff5131158d7d9a5035760850cb9eba30408a2e3447cb0b6,Quelles sont la ou les affirmations exactes à propos du dabigatran PRADAXA® :?,Dabigatran PRADAXA® est un anti facteur II activé. Dabigatran PRADAXA® est utilisé par voie orale uniquement.,,C'est un anti facteur II activé.,,Il est utilisé par voie orale uniquement.,
55b722b612dd0e169d1d8fb025df52e53011b14c35a71a44091ea617416953c8,"Parmi les propositions suivantes, laquelle (lesquelles) est juste? Dans l'alcoolisme chronique:",Dans l'alcoolisme chronique il existe une dépendance physique. Dans l'alcoolisme chronique il y a accoutumance à l'éthanol. Dans l'alcoolisme chronique une altération des fonctions hépatiques se développe.,Il existe une dépendance physique,,Il y a accoutumance à l'éthanol,,Une altération des fonctions hépatiques se développe
e0351f62af6e20b5b9f03445f59b0bd95a8516c24fa800971f6ab878324c0b20,"Dans l'hémophilie B majeure, quel test est perturbé parmi les suivants:","Dans l'hémophilie B majeure, quel test est perturbé parmi les suivants temps de céphaline activée.",,,,Temps de céphaline activée,
6571501e1619d273ac57b186cbcded1ee0b5fa222ff2681c1d5f9980080733c3,"Dans l'insuffisance rénale chronique non traitée, on observe :","Dans l'insuffisance rénale chronique non traitée, on observe une destruction progressive des néphrons. Dans l'insuffisance rénale chronique non traitée, on observe une hypocalcémie. Dans l'insuffisance rénale chronique non traitée, on observe une anémie. Dans l'insuffisance rénale chronique non traitée, on observe une diminution de la clairance rénale de la créatinine.",Une destruction progressive des néphrons,Une hypocalcémie,Une anémie,,Une diminution de la clairance rénale de la créatinine
38c00541464e86e4f292a0aaa1c80609aedc6ded6b203aac08f50e7362d60955,Dans l'organisme quel est le milieu où les cyclines ne diffusent pas?,Dans l'organisme le milieu où les cyclines ne diffusent pas est le LCR.,,,,LCR,
1985fc27960170ecb10c9901cb6cd819a4cdd43e660a8817498db23454294268,"Quelle est la réponse exacte ? Dans l'organisme, la tyrosine est le précurseur de synthèse?","Dans l'organisme, la tyrosine est le précurseur de synthèse des catécholamines.",des catécholamines,,,,
7f30c58b06dd44b2c63a9caf527312480010f6aaabc636080e34810549360081,"Parmi les propositions suivantes, une seule est fausse ? Laquelle ? Dans la cytolyse hépatique, les activités plasmatiques des enzymes suivants sont augmentées","Dans la cytolyse hépatique, les activités plasmatiques des enzymes suivants sont augmentées cK.",,,CK,,
451f9a5717af4436b9d09e1ec168f34ace2f7694def33579c633d0ad898d485d,"Dans la fabrication des comprimés, quelle est la proposition exacte concernant la granulation?",Dans la fabrication des comprimés la granulation sert à densifier les poudres. Dans la fabrication des comprimés la granulation favorise l'écoulement des poudres. Dans la fabrication des comprimés la granulation humide est précédée d'un empâtage de la poudre après mouillage.,La granulation sert à densifier les poudres,,La granulation favorise l'écoulement des poudres,,La granulation humide est précédée d'un empâtage de la poudre après mouillage
91a0bb4938f74bad0b0d97b8bfc697107880baeadf6cad026ebd298d1f425811,"Dans la leucémie lymphoïde chronique, il existe fréquemment","Dans la leucémie lymphoïde chronique, il existe fréquemment une lymphocytose supérieure à 4 G/L. Dans la leucémie lymphoïde chronique, il existe fréquemment des adénopathies.",Une lymphocytose supérieure à 4 G/L,,,,Des adénopathies
e411d74ab72d8d959e4035ba11c4aa3c142ff3c387fc9f0a5339d96d98d1afb1,"Dans la liste suivante, indiquer le parasite donnant habituellement une anémie:","Dans la liste suivante, indiquer le parasite donnant habituellement une anémie plasmodium falciparum. Dans la liste suivante, indiquer le parasite donnant habituellement une anémie ankylostoma duodenale.",,Plasmodium falciparum,Ankylostoma duodenale,,
e89b500e8a3fa05480614f1789eaeeba18fbcc7586bb87af79143510fdb034ba,"Parmi les propositions suivantes, laquelle est exacte? Dans la maladie de Vaquez:",Dans la maladie de Vaquez on observe le plus souvent une érythrose faciale. Dans la maladie de Vaquez les saignées améliorent le syndrome d'hyperviscosité. Dans la maladie de Vaquez le volume des érythrocytes par Kg de masse corporelle est augmenté.,On observe le plus souvent une érythrose faciale,,Les saignées améliorent le syndrome d'hyperviscosité,,Le volume des érythrocytes par Kg de masse corporelle est augmenté
4b8f9ad4f468da391cd0be9eadb15a2fa6d7e0b28d0b87036eaa21608e4c1ec1,"Parmi les propositions suivantes, laquelle(lesquelles) est exacte ? Dans la médullosurrénale :",Dans la médullosurrénale la biosynthèse des catécholamines est influencée par les stéroïdes corticosurrénaliens. Dans la médullosurrénale les catécholamines sont secrétées par les cellules chromaffines. Dans la médullosurrénale la sécrétion des catécholamines est stimulée par l'acétylcholine.,La biosynthèse des catécholamines est influencée par les stéroïdes corticosurrénaliens,,Les catécholamines sont secrétées par les cellules chromaffines,La sécrétion des catécholamines est stimulée par l'acétylcholine,
1c612a47549a11f90d10f8392a19175df8187874c22bcd69793d89fbd2e5ca72,"Parmi les parasitoses suivantes, dans laquelle n'observe-t-on jamais d'hépatomégalie ?",Dans la parasitose Giardiose n'observe-t-on jamais d'hépatomégalie`.,,Giardiose,,,
d27881ead2155f3b86027f68ce6a89a2bc3166febd5a2db0235ef419b415ab62,"Dans le calendrier vaccinal, une des propositions suivantes est fausse. Laquelle?","Dans le calendrier vaccinal la proposition ""La vaccination contre la varicelle est recommandée chez la femme enceinte non immunisée"" est fausse.",,,La vaccination contre la varicelle est recommandée chez la femme enceinte non immunisée,,
985ef0424387b364afd062769016dac517284044df0026dc1fca3a864cb25f08,Parmi laquelle (lesquelles) des situations infectieuses suivantes observe-t-on une hyper éosinophilie sanguine,Dans le cas d'une bilharziose urinaire on observe une hyper éosinophilie sanguine. Dans le cas d'une anguillulose on observe une hyper éosinophilie sanguine. ,,,,Bilharziose urinaire,Anguillulose
5e2757034aea847b21ea23c57cbe8fcdefc78cfa0ffffac3629c5c83b29fa4b8,Vous devez évaluer la biodisponibilité d'un principe actif par voie orale en gélule et en comprimé. Quel paramètre pouvez vous comparer ?,Dans le cas d'une évaluèation de la biodisponibilité d'un principe actif par voie orale en gélule et en comprimé on doit comparer les aires sous les courbes d'évolution des concentrations plasmatiques en fonction du temps. Dans le cas d'une évaluèation de la biodisponibilité d'un principe actif par voie orale en gélule et en comprimé on doit comparer les temps d'apparition des pics plasmatiques. Dans le cas d'une évaluèation de la biodisponibilité d'un principe actif par voie orale en gélule et en comprimé on doit comparer les quantités totales de PA non métabolisé excrété dans les urines£.,Les aires sous les courbes d'évolution des concentrations plasmatiques en fonction du temps,,Les temps d'apparition des pics plasmatiques,Les quantités totales de PA non métabolisé excrété dans les urines,
f0a8b0e03f18fa1f4483ff2512bdab8f5c81befd3b6ba21638caf7eec38bd7cc,"Parmi les propositions suivantes, la ou lesquelles est exacte(s} dans le cas d'une leucémie lymphoïde chronique (LLC) ?",Dans le cas d'une leucémie lymphoïde chronique (LLC) elle peut se compliquer d'une anémie hémolytique.Dans le cas d'une leucémie lymphoïde chronique (LLC) le chlorambucil (CHLORAMINOPHENE) est un traitement souvent prescrit. Une leucémie lymphoïde chronique (LLC) s'accompagne souvent d'une diminution des gammaglobulines sériques.,,,Peut se compliquer d'une anémie hémolytique.,Le chlorambucil (CHLORAMINOPHENE) est un traitement souvent prescrit,S'accompagne souvent d'une diminution des gammaglobulines sériques
c0ae699ec9396f0c49dc18e441c57beefb1ff41e9faa55f3eaab79e894b5d0a9,"Parmi les propositions suivantes, laquelle ne s'applique pas à la méningite à méningocoque ?",Dans le cas de la méningite à méningocoque on n'observe jamais d'hyperprotéinorachie.,,,,On n'observe jamais d'hyperprotéinorachie,
f695c2e22a477b78a5e040d6b3dfe75733b8998f2f51dbf8d0711d658e999ef8,"Dans le LCR provenant d'un malade atteint de méningite bactérienne, on note, le plus souvent, une augmentation de certain paramètre. Lequel ou lesquels ?","Dans le LCR provenant d'un malade atteint de méningite bactérienne, on note, le plus souvent, une augmentation de protéines. Dans le LCR provenant d'un malade atteint de méningite bactérienne, on note, le plus souvent, une augmentation de polynucléaires neutrophiles.",Protéines,,,Polynucléaires neutrophiles,
5b90624aa48d2ba153787ce30ed65c189442250e6616a9c72753230147eb3701,Dans laquelle (lesquelles) des maladies suivantes peut-on observer une anémie ?,Dans le Paludisme on peut observer une anémie. Dans l'Anguillulose on peut observer une anémie.,,Paludisme,,Anguillulose,
2cbe940a0c1a6a2fb2b6f3ac7fb7a403979b029b574c16e6a26bda734214fe55,Dans le syndrome de Cushing on peut observer :,Dans le syndrome de Cushing on peut observer cortisol libre urinaire élevé. Dans le syndrome de Cushing on peut observer cortisol plasmatique élevé.,Cortisol libre urinaire élevé,Cortisol plasmatique élevé,,,
9955b3bd68ee708701212c41f32fb386a7930d21445c61a02e509f39cea05b97,"Dans le système ABO, les antigènes:","Dans le système ABO, les antigènes sont présents dès le stade érythroblaste. Dans le système ABO, les antigènes peuvent se retrouver dans la salive. Dans le système ABO, les antigènes permettent d'effectuer le groupage. Dans le système ABO, les antigènes peuvent être modifiés dans certaines hémopathies.",Sont présents dès le stade érythroblaste,,Peuvent se retrouver dans la salive,Permettent d'effectuer le groupage,Peuvent être modifiés dans certaines hémopathies
77d305a47ac353563acec9bb5801e8a52c017472e1b83b9a3cfd013128663900,"Parmi les propositions suivantes concernant le paludisme, une seule est fausse. Laquelle?","Dans les formes graves de paludisme, on n'observe pas une hyperglycémie.",,,,"Dans les formes graves de paludisme, on observe une hyperglycémie",
6cfb33796fa217129b188a3787efdc7f92dac974b7f09eb1140d3899a5feabfd,"Parmi les situations infectieuses suivantes, quelles sont celles dans lesquelles Streptococcus pneumoniae est généralement impliqué ?",Dans les infections méningées infectieuses le Streptococcus pneumoniae est généralement impliqué. Dans les infections méningées infectieuses les infections respiratoires sont généralement impliquées. ,,Infections méningées,Infections respiratoires,,
2c93161ac7d45178314013147aa8e7cc115e5361743f8d2390368cd26acbcbe5,"Dans un coma hyperosmolaire, on retrouve :","Dans un coma hyperosmolaire, on retrouve une insuffisance rénale aiguë fonctionnelle. Dans un coma hyperosmolaire, on retrouve une hypernatrémie.",,,Une insuffisance rénale aiguë fonctionnelle,,Une hypernatrémie
5fe7e87bee3dbb4e700c6c8b3aecdc02aeba5cb225e691cbac549575b3859b4e,"Dans un diabète de type 1 non traité, on observe :","Dans un diabète de type 1 non traité, on observe un abaissement de la concentration du peptide C plasmatique. Dans un diabète de type 1 non traité, on observe l'apparition possible de corps cétoniques dans les urines. Dans un diabète de type 1 non traité, on observe une augmentation de l'HbA1c.",,Un abaissement de la concentration du peptide C plasmatique,L'apparition possible de corps cétoniques dans les urines,,Une augmentation de l'HbA1c
d2521bcbd15af08fe8f3ccb20d931890108f348fceafeea24115eb10f813bfa5,Dans un ganglion lymphatique:,Dans un ganglion lymphatique le cortex (région externe) contient principalement les lymphocytes B. Dans un ganglion lymphatique des lymphocytes T et B sont présents dans les cordons médullaires. Dans un ganglion lymphatique la lymphe efférente est plus riche en anticorps que la lymphe afférente.,Le cortex (région externe) contient principalement les lymphocytes B,,Des lymphocytes T et B sont présents dans les cordons médullaires,,La lymphe efférente est plus riche en anticorps que la lymphe afférente
59998a46ba37885276d4a835f804966f16eaf62af90762b6eae8991a2d92b61c,"Parmi les propositions suivantes, indiquer celle qui est exacte Dans un modèle pharmacocinétique linéaire, la demi-vie d'élimination plasmatique d'un médicament est:","Dans un modèle pharmacocinétique linéaire, la demi-vie d'élimination plasmatique d'un médicament est le temps au cours duquel la concentration plasmatique diminue de moitié. Dans un modèle pharmacocinétique linéaire, la demi-vie d'élimination plasmatique d'un médicament est inversement proportionnelle à la constante de vitesse d'élimination (Ke). Dans un modèle pharmacocinétique linéaire, la demi-vie d'élimination plasmatique d'un médicament est d'autant plus grande que le volume de distribution plasmatique du médicament est grand.",Le temps au cours duquel la concentration plasmatique diminue de moitié,,Inversement proportionnelle à la constante de vitesse d'élimination (Ke),D'autant plus grande que le volume de distribution plasmatique du médicament est grand,
bd6253303686b74ec6b5424b483b5b24c327fb6173a0ff8fc45a6b24dbefd7e6,"Dans un test ELISA, on peut utiliser comme marqueur:","Dans un test ELISA, on peut utiliser comme marqueur la peroxydase. Dans un test ELISA, on peut utiliser comme marqueur la phosphatase alcaline.",,La peroxydase,La phosphatase alcaline,,
cf4a6b11f3ce1cc643570db6c9c904daa1da3152106a94ce83595960dc93a918,Cochez les réponses exactes. Dans une étude de cohorte...,Dans une étude de cohorte il est possible d’estimer l’incidence d’une maladie. Cochez les réponses exactes Dans une étude de cohorte : il est possible d’estimer l’incidence d’une maladie. |Dans une étude de cohorte on peut estimer le risque relatif entre un facteur de risque et une maladie. Cochez les réponses exactes Dans une étude de cohorte : on peut estimer le risque relatif entre un facteur de risque et une maladie. |,,Il est possible d’estimer l’incidence d’une maladie,On peut estimer le risque relatif entre un facteur de risque et une maladie,,
510cdfe28c04c1e233920bd35024e43cd6ef345b09f29c07b56c1e073206934a,"Parmi les propositions suivantes, laquelle (lesquelles) est exacte ? Dans une leucémie myéloïde chronique en phase myélocytaire, on observe habituellement :","Dans une leucémie myéloïde chronique en phase myélocytaire, on observe habituellement une splénomégalie. Dans une leucémie myéloïde chronique en phase myélocytaire, on observe habituellement un score bas des phosphatases alcalines leucocytaires. Dans une leucémie myéloïde chronique en phase myélocytaire, on observe habituellement une hyper leucocytose sanguine supérieure à 100G /L. Dans une leucémie myéloïde chronique en phase myélocytaire, on observe habituellement une anomalie chromosomique impliquant le chromosome 22.",Une splénomégalie,Un score bas des phosphatases alcalines leucocytaires,Une hyper leucocytose sanguine supérieure à 100G /L,,Une anomalie chromosomique impliquant le chromosome 22
a7f85036e0edb0cf7d758e8d9fdace400888a5ad51ab332b3ce77cc58f40f9e9,Indiquez la ou les réponses exacte? Dans une molécule d'immunoglobuline:,Dans une molécule d'immunoglobuline les deux chaînes légères sont toujours identiques. Dans une molécule d'immunoglobuline les chaînes légères peuvent être de type kappa. Dans une molécule d'immunoglobuline les chaînes lourdes portent la spécificité isotypique. Dans une molécule d'immunoglobuline les deux chaînes lourdes sont toujours identiques.,Les deux chaînes légères sont toujours identiques,Les chaînes légères peuvent être de type kappa,Les chaînes lourdes portent la spécificité isotypique,,Les deux chaînes lourdes sont toujours identiques
7203c6d7d4f83f16103e24a003a597e785839e4d989a5a6b8d6c6ad3b875631b,"Parmi les propositions suivantes, laquelle concerne(nt) les effets indésirables toxiques des morphinomimétiques ?",Dépression respiratoire concerne les effets indésirables toxiques des morphinomimétiques. Vomissements concerne les effets indésirables toxiques des morphinomimétiques. Constipation concerne les effets indésirables toxiques des morphinomimétiques. ,Dépression respiratoire,Vomissements,,,Constipation
c344568639d1e029a75055fe4d3f844532c19e47f6d7f3c887de560d471e0722,Des bacilles Gram positif retrouvés dans le LCR trouble d'un nouveau-né font évoquer une méningite à :,Des bacilles Gram positif retrouvés dans le LCR trouble d'un nouveau-né font évoquer une méningite à listeria monocytogenes.,,,Listeria monocytogenes,,
b54eee7118b9cdc5df07560d7278d973bbda8c8e0887ca495432bbc148a14836,"Parmi les propositions suivantes, quel est le effets indésirables les plus fréquents rencontrés avec les dérivés nitrés ?","Des céphalées pulsatiles sont les effets indésirables les plus fréquents rencontrés avec les dérivés nitrés. Des dysrégulations du tonus postural avec hypotension orthostatique sont les effets indésirables les plus fréquents rencontrés avec les dérivés nitrés. Des sensations d'étourdissements, de vertiges sont les effets indésirables les plus fréquents rencontrés avec les dérivés nitrés. ",Des céphalées pulsatiles,Des dysrégulations du tonus postural avec hypotension orthostatique,,"Des sensations d'étourdissements, de vertiges",
3931a40d80ce2e56089337d247789e8a34e12ac2d8106b4babf931ddb2e8e74b,Quelles sont les anomalies biologiques ou symptômes qui peuvent évoquer un myélome multiple ??,Des douleurs osseuses et la présence de géodes à la radiographie sont les anomalies biologiques ou symptômes qui peuvent évoquer un myélome multiple. Une plasmocytose médullaire > 10% est une anomalie biologique ou symptôme qui peut évoquer un myélome multiple. Une hypercalcémie > 2.75 mmol/L est une anomalie biologique ou symptôme qui peut évoquer un myélome multiple. Une amylose est une anomalie biologique ou symptôme qui peut évoquer un myélome multiple.,,Des douleurs osseuses et la présence de géodes à la radiographie,Une plasmocytose médullaire > 10%,Une hypercalcémie > 2.75 mmol/L,Une amylose
0718df898c1ebc82dedcd9c0d085401e94ec14756bcfcf5864fa2bdfe1eae999,Quelle est parmi les composés nucléotidiques et enzymatiques suivants celui (ceux) nécessaire à la méthode enzymatique de séquençage (méthode de Sanger):?,Désoxyribonucléotides triphosphate est un composé nucléotidique et enzymatique nécessaire à la méthode enzymatique de séquençage (méthode de Sanger). Didésoxyribonucléotides triphosphate est un composé nucléotidique et enzymatique nécessaire à la méthode enzymatique de séquençage (méthode de Sanger). Amorce oligonucléotidique est un composé nucléotidique et enzymatique nécessaire à la méthode enzymatique de séquençage (méthode de Sanger). ADN polymérase est un composé nucléotidique et enzymatique nécessaire à la méthode enzymatique de séquençage (méthode de Sanger). ,Désoxyribonucléotides triphosphate,Didésoxyribonucléotides triphosphate,Amorce oligonucléotidique,ADN polymérase,
e1fc80208a75b0b3ca78084f45314f8d8924a6a78dede603f3e13fe56fe63aaf,Deux noyaux atomiques sont dits isotopes lorsqu'ils ont:,Deux noyaux atomiques sont dits isotopes lorsqu'ils ont même numéro atomique (Z). Deux noyaux atomiques sont dits isotopes lorsqu'ils ont même nombre d'électrons.,,,Même numéro atomique (Z),,Même nombre d'électrons
eda075a63eede6b2033249397b23d89f89eaaae8ea2f3a98aab7aee4225949ea,"Devant un allongement du Temps de saignement, on recherche en priorité :","Devant un allongement du Temps de saignement, on recherche en priorité une thrombopénie.",,,Une thrombopénie,,
571b43719c16bd1e19b0aa25ee71d0db21a0d8ac62ebbf62bad169550e4d4c4f,"Parmi les signes cliniques suivants, quels sont ceux classiquement observés au cours d'une giardiose?",Diarrhée est le signe clinique classiquement observés au cours d'une giardiose. Douleurs épigastriques sont les signes cliniques classiquement observés au cours d'une giardiose.,Diarrhée,,,Douleurs épigastriques,
0cd24eb7335ec9556aa09b186d1b7f7a72f56b35467edab4e2473913abccde8d,"Parmi ces substances, quelles sont celles ayant une sélectivité de type ß1-adrénergique ?",Dobutamine (DOBUTREX®) a une sélectivité de type ß1-adrénergique . Aténolol (TENORMINE®) a une sélectivité de type ß1-adrénergique.,Dobutamine (DOBUTREX®),,,,Aténolol (TENORMINE®)
